,time,weathercode,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,capital_cities
152,2021-11-20,61,9.2,-1.5,5.7,-4.6,2021-11-20T04:54,2021-11-20T14:38,0.2,7,15.3,9.6,305,4.59,Tbilisi
153,2021-11-12,45,8.9,3.7,6.6,0.6,2021-11-12T07:21,2021-11-12T16:19,0.0,0,13.5,8.0,152,1.82,Berlin
154,2021-11-13,61,7.9,3.1,5.9,-0.2,2021-11-13T07:23,2021-11-13T16:18,0.39,5,10.7,6.2,155,3.06,Berlin
155,2021-11-14,61,7.4,3.8,4.8,1.7,2021-11-14T07:25,2021-11-14T16:16,0.22,4,9.8,4.5,55,2.78,Berlin
156,2021-11-15,3,6.6,4.7,3.6,2.0,2021-11-15T07:26,2021-11-15T16:15,0.1,9,10.9,14.7,87,2.08,Berlin
157,2021-11-16,45,8.1,2.6,5.7,-0.3,2021-11-16T07:28,2021-11-16T16:13,0.01,1,8.5,7.7,115,2.81,Berlin
158,2021-11-17,61,8.0,5.3,5.1,2.7,2021-11-17T07:30,2021-11-17T16:12,0.57,11,13.2,13.1,241,1.91,Berlin
159,2021-11-18,61,8.8,7.3,5.4,4.0,2021-11-18T07:32,2021-11-18T16:11,1.85,19,20.9,29.4,250,1.05,Berlin
160,2021-11-19,61,12.4,9.1,9.7,5.4,2021-11-19T07:33,2021-11-19T16:10,0.79,17,20.6,36.8,274,0.97,Berlin
161,2021-11-20,3,11.5,10.3,8.3,6.9,2021-11-20T07:35,2021-11-20T16:08,0.07,7,20.8,43.7,265,1.16,Berlin
162,2021-11-12,3,17.1,9.1,16.0,7.2,2021-11-12T06:01,2021-11-12T16:17,0.0,0,4.9,5.9,58,10.03,Athens
163,2021-11-13,3,16.6,6.9,14.9,4.8,2021-11-13T06:02,2021-11-13T16:16,0.0,0,5.5,6.6,67,11.03,Athens
164,2021-11-14,3,16.9,9.7,16.6,8.4,2021-11-14T06:03,2021-11-14T16:15,0.0,0,5.7,4.5,63,5.5,Athens
165,2021-11-15,3,18.4,11.5,16.8,10.2,2021-11-15T06:04,2021-11-15T16:14,0.01,1,12.5,14.1,53,8.37,Athens
166,2021-11-16,3,15.8,11.2,13.1,9.8,2021-11-16T06:05,2021-11-16T16:14,0.02,1,15.4,13.5,44,7.75,Athens
167,2021-11-17,3,16.3,9.5,14.7,8.2,2021-11-17T06:06,2021-11-17T16:13,0.0,0,7.8,9.0,56,7.65,Athens
168,2021-11-18,3,17.1,7.4,16.1,5.5,2021-11-18T06:07,2021-11-18T16:12,0.0,0,5.6,7.2,66,10.95,Athens
169,2021-11-19,3,18.0,9.6,17.5,8.3,2021-11-19T06:08,2021-11-19T16:12,0.0,0,5.8,5.7,51,9.06,Athens
170,2021-11-20,2,16.7,7.6,13.8,5.3,2021-11-20T06:09,2021-11-20T16:11,0.0,0,11.6,7.0,14,8.96,Athens
171,2021-11-12,2,9.5,1.6,7.5,-0.8,2021-11-12T06:42,2021-11-12T16:13,0.0,0,4.0,3.7,4,7.43,Budapest
172,2021-11-13,45,5.0,1.3,2.8,-0.9,2021-11-13T06:44,2021-11-13T16:12,0.0,0,7.2,5.1,112,1.65,Budapest
173,2021-11-14,45,8.1,4.6,6.2,2.5,2021-11-14T06:45,2021-11-14T16:10,0.0,0,5.1,7.5,359,2.27,Budapest
174,2021-11-15,45,11.0,4.1,9.7,2.1,2021-11-15T06:47,2021-11-15T16:09,0.0,0,4.0,5.8,22,6.63,Budapest
175,2021-11-16,45,9.4,3.7,7.4,1.5,2021-11-16T06:48,2021-11-16T16:08,0.0,0,6.3,4.9,20,6.69,Budapest
176,2021-11-17,45,8.3,1.6,6.3,-0.8,2021-11-17T06:50,2021-11-17T16:07,0.0,0,6.3,7.1,350,5.86,Budapest
177,2021-11-18,3,10.3,5.1,7.3,3.0,2021-11-18T06:51,2021-11-18T16:06,0.0,0,12.0,7.1,293,5.0,Budapest
178,2021-11-19,61,10.7,6.6,6.9,4.0,2021-11-19T06:53,2021-11-19T16:05,0.21,6,23.5,19.0,292,1.93,Budapest
179,2021-11-20,3,13.1,8.4,8.5,5.6,2021-11-20T06:54,2021-11-20T16:04,0.0,0,23.5,27.2,305,6.33,Budapest
180,2021-11-12,3,2.4,0.5,-1.4,-2.9,2021-11-12T10:44,2021-11-12T17:39,0.0,0,14.2,10.9,97,1.02,Reykjavik
181,2021-11-13,80,10.1,2.5,4.4,-2.2,2021-11-13T10:47,2021-11-13T17:36,12.4,16,49.7,25.5,115,0.49,Reykjavik
182,2021-11-14,80,10.1,2.7,3.8,-4.1,2021-11-14T10:50,2021-11-14T17:33,5.29,20,39.3,50.9,183,0.98,Reykjavik
183,2021-11-15,3,5.4,2.6,1.0,-3.7,2021-11-15T10:54,2021-11-15T17:30,0.49,14,32.3,32.6,198,0.91,Reykjavik
184,2021-11-16,80,4.4,2.2,-1.1,-3.5,2021-11-16T10:57,2021-11-16T17:27,2.12,15,29.6,33.4,242,0.66,Reykjavik
185,2021-11-17,3,2.0,-0.3,-2.4,-5.2,2021-11-17T11:00,2021-11-17T17:25,0.0,0,22.2,6.0,7,0.93,Reykjavik
186,2021-11-18,85,1.7,0.2,-2.5,-4.8,2021-11-18T11:03,2021-11-18T17:22,8.95,16,18.9,16.3,85,0.26,Reykjavik
187,2021-11-19,80,3.4,0.2,0.3,-3.6,2021-11-19T11:06,2021-11-19T17:19,11.35,24,15.7,12.0,235,0.38,Reykjavik
188,2021-11-20,3,2.6,-0.7,0.0,-4.7,2021-11-20T11:09,2021-11-20T17:17,0.13,5,24.7,8.9,0,1.0,Reykjavik
189,2021-11-12,61,13.6,10.2,10.6,6.7,2021-11-12T08:43,2021-11-12T17:35,0.99,6,27.1,42.9,244,1.89,Dublin
190,2021-11-13,3,13.2,9.2,12.1,6.7,2021-11-13T08:44,2021-11-13T17:33,0.0,0,16.5,2.6,266,3.39,Dublin
191,2021-11-14,45,14.5,11.2,15.1,11.1,2021-11-14T08:46,2021-11-14T17:32,0.01,1,4.9,1.4,134,3.6,Dublin
192,2021-11-15,61,12.1,6.2,12.0,4.6,2021-11-15T08:48,2021-11-15T17:30,2.05,5,10.9,3.2,292,4.0,Dublin
193,2021-11-16,61,11.1,5.2,8.4,3.3,2021-11-16T08:50,2021-11-16T17:29,0.12,3,21.3,6.6,244,1.8,Dublin
194,2021-11-17,3,10.5,7.2,7.4,3.8,2021-11-17T08:52,2021-11-17T17:27,0.0,0,16.4,22.6,251,3.57,Dublin
195,2021-11-18,3,14.0,9.8,11.8,7.5,2021-11-18T08:54,2021-11-18T17:26,0.0,0,25.0,27.7,258,2.43,Dublin
196,2021-11-19,3,13.3,10.5,10.8,7.9,2021-11-19T08:55,2021-11-19T17:25,0.01,1,17.2,22.6,241,4.06,Dublin
197,2021-11-20,61,12.1,5.4,9.9,1.7,2021-11-20T08:57,2021-11-20T17:23,1.19,5,26.2,28.6,258,2.32,Dublin
198,2021-11-12,45,19.8,13.2,19.3,13.7,2021-11-12T06:54,2021-11-12T16:53,0.03,2,10.5,1.8,118,7.37,Rome
199,2021-11-13,45,19.5,10.2,19.2,9.5,2021-11-13T06:56,2021-11-13T16:52,0.0,0,6.4,4.0,50,9.47,Rome
200,2021-11-14,61,18.9,10.1,18.2,9.2,2021-11-14T06:57,2021-11-14T16:51,5.37,10,13.6,5.3,76,6.64,Rome
201,2021-11-15,3,19.7,12.5,19.2,11.5,2021-11-15T06:58,2021-11-15T16:50,0.03,1,8.6,4.0,53,8.07,Rome
202,2021-11-16,80,17.3,12.3,17.6,11.6,2021-11-16T06:59,2021-11-16T16:50,7.48,12,7.1,5.9,34,3.77,Rome
203,2021-11-17,80,18.9,10.8,19.0,10.2,2021-11-17T07:00,2021-11-17T16:49,0.91,3,8.2,3.9,32,8.42,Rome
204,2021-11-18,45,18.9,10.4,17.9,9.8,2021-11-18T07:02,2021-11-18T16:48,0.0,0,7.8,3.4,14,9.03,Rome
205,2021-11-19,0,18.4,9.3,17.6,8.0,2021-11-19T07:03,2021-11-19T16:47,0.0,0,7.6,3.1,22,9.39,Rome
206,2021-11-20,45,17.6,6.2,16.5,4.7,2021-11-20T07:04,2021-11-20T16:47,0.0,0,2.8,2.9,51,9.35,Rome
207,2021-11-12,71,2.1,-2.8,-3.6,-8.3,2021-11-12T03:24,2021-11-12T12:32,0.32,8,22.8,26.2,241,2.6,Nur-Sultan
208,2021-11-13,71,-1.7,-3.6,-7.8,-9.7,2021-11-13T03:26,2021-11-13T12:31,1.29,11,22.0,33.5,215,3.55,Nur-Sultan
209,2021-11-14,85,-1.7,-4.4,-6.7,-10.2,2021-11-14T03:27,2021-11-14T12:29,2.19,18,25.6,30.7,230,2.2,Nur-Sultan
210,2021-11-15,71,-3.0,-9.4,-7.9,-14.1,2021-11-15T03:29,2021-11-15T12:28,1.53,24,16.9,13.6,302,3.31,Nur-Sultan
211,2021-11-16,3,-5.3,-12.6,-8.9,-16.7,2021-11-16T03:31,2021-11-16T12:26,0.21,12,9.4,6.2,51,3.48,Nur-Sultan
212,2021-11-17,71,-7.3,-13.6,-12.0,-17.6,2021-11-17T03:32,2021-11-17T12:25,0.65,7,23.5,2.4,249,3.54,Nur-Sultan
213,2021-11-18,71,-7.7,-20.7,-13.3,-25.6,2021-11-18T03:34,2021-11-18T12:24,1.63,11,21.8,8.4,282,3.77,Nur-Sultan
214,2021-11-19,3,-10.6,-21.0,-17.1,-26.1,2021-11-19T03:36,2021-11-19T12:23,0.0,0,22.2,12.7,207,4.45,Nur-Sultan
215,2021-11-20,2,-6.4,-12.9,-12.0,-18.5,2021-11-20T03:37,2021-11-20T12:22,0.0,0,15.9,20.2,181,5.31,Nur-Sultan
216,2021-11-12,3,11.2,2.3,9.0,-0.6,2021-11-12T06:22,2021-11-12T16:18,0.0,0,4.5,5.1,104,9.6,Kosovo
217,2021-11-13,3,12.6,1.8,11.0,-1.0,2021-11-13T06:24,2021-11-13T16:17,0.0,0,4.3,4.8,117,10.12,Kosovo
218,2021-11-14,3,11.5,3.1,8.6,-0.2,2021-11-14T06:25,2021-11-14T16:16,0.0,0,7.0,7.1,103,8.69,Kosovo
219,2021-11-15,3,10.8,2.6,6.9,0.0,2021-11-15T06:26,2021-11-15T16:15,0.0,0,18.1,8.6,66,9.29,Kosovo
220,2021-11-16,3,11.4,3.5,7.4,1.2,2021-11-16T06:27,2021-11-16T16:14,0.0,0,18.0,13.5,80,7.69,Kosovo
221,2021-11-17,3,10.5,2.7,8.7,0.4,2021-11-17T06:29,2021-11-17T16:13,0.0,0,4.6,4.2,100,6.57,Kosovo
222,2021-11-18,45,10.0,2.4,7.5,0.1,2021-11-18T06:30,2021-11-18T16:13,0.06,6,9.6,4.9,73,7.37,Kosovo
223,2021-11-19,3,10.4,5.1,8.1,2.6,2021-11-19T06:31,2021-11-19T16:12,0.0,0,7.2,6.8,88,5.96,Kosovo
224,2021-11-20,45,10.9,4.7,9.0,2.9,2021-11-20T06:32,2021-11-20T16:11,0.0,0,4.5,3.9,107,3.23,Kosovo
225,2021-11-12,3,8.4,2.8,4.6,0.2,2021-11-12T06:56,2021-11-12T15:19,0.0,0,17.8,12.4,268,3.95,Riga
226,2021-11-13,45,3.2,0.2,0.1,-2.8,2021-11-13T06:58,2021-11-13T15:17,0.0,0,10.3,9.6,142,1.86,Riga
227,2021-11-14,45,3.4,-0.4,0.1,-3.3,2021-11-14T07:00,2021-11-14T15:15,0.0,0,8.5,9.9,60,2.42,Riga
228,2021-11-15,48,0.5,-2.4,-3.0,-5.8,2021-11-15T07:03,2021-11-15T15:13,0.0,0,12.1,12.4,156,1.89,Riga
229,2021-11-16,77,4.0,0.6,1.0,-2.8,2021-11-16T07:05,2021-11-16T15:11,0.41,16,11.4,16.2,189,1.54,Riga
230,2021-11-17,61,4.6,2.0,1.1,-1.8,2021-11-17T07:07,2021-11-17T15:10,1.13,18,15.9,19.8,182,0.93,Riga
231,2021-11-18,80,6.5,2.4,2.6,-1.0,2021-11-18T07:09,2021-11-18T15:08,3.42,15,18.1,24.8,217,2.13,Riga
232,2021-11-19,3,7.1,2.5,2.2,-0.9,2021-11-19T07:11,2021-11-19T15:06,0.08,8,25.3,21.5,270,3.09,Riga
233,2021-11-20,80,7.4,3.5,3.3,-0.1,2021-11-20T07:13,2021-11-20T15:05,11.61,22,24.3,22.3,284,1.35,Riga
234,2021-11-12,45,6.8,3.0,4.9,0.8,2021-11-12T07:19,2021-11-12T16:52,0.0,0,7.0,5.8,27,5.16,Vaduz
235,2021-11-13,63,6.3,3.1,4.6,0.5,2021-11-13T07:21,2021-11-13T16:51,10.28,12,7.1,6.9,64,2.17,Vaduz
236,2021-11-14,61,6.9,3.6,5.2,1.8,2021-11-14T07:22,2021-11-14T16:49,13.83,16,7.3,2.2,80,4.25,Vaduz
237,2021-11-15,45,8.1,2.7,5.9,0.3,2021-11-15T07:24,2021-11-15T16:48,0.0,0,7.6,4.0,0,6.19,Vaduz
238,2021-11-16,45,8.1,2.7,6.1,0.8,2021-11-16T07:25,2021-11-16T16:47,0.0,0,5.4,1.7,2,6.26,Vaduz
239,2021-11-17,45,6.0,4.3,4.0,2.5,2021-11-17T07:27,2021-11-17T16:46,0.1,9,5.2,2.1,4,2.05,Vaduz
240,2021-11-18,45,8.2,3.5,6.5,1.7,2021-11-18T07:28,2021-11-18T16:45,0.0,0,4.9,4.2,331,5.77,Vaduz
241,2021-11-19,3,11.5,4.5,9.9,2.6,2021-11-19T07:30,2021-11-19T16:44,0.0,0,5.7,3.4,191,5.54,Vaduz
242,2021-11-20,2,13.4,5.6,12.0,2.9,2021-11-20T07:31,2021-11-20T16:43,0.0,0,6.3,6.4,157,7.66,Vaduz
243,2021-11-12,61,7.8,3.2,4.4,1.1,2021-11-12T06:42,2021-11-12T15:24,0.46,5,14.7,5.6,266,4.16,Vilnius
244,2021-11-13,45,3.6,0.4,1.1,-2.0,2021-11-13T06:44,2021-11-13T15:22,0.05,1,11.6,3.1,132,2.42,Vilnius
245,2021-11-14,3,4.2,2.3,1.6,-0.7,2021-11-14T06:46,2021-11-14T15:20,0.06,3,10.2,14.6,87,1.27,Vilnius
246,2021-11-15,3,3.0,-0.4,0.0,-4.0,2021-11-15T06:47,2021-11-15T15:19,0.0,0,10.8,9.7,107,2.38,Vilnius
247,2021-11-16,3,2.7,0.2,-0.7,-3.5,2021-11-16T06:49,2021-11-16T15:17,0.0,0,12.4,15.8,179,1.25,Vilnius
248,2021-11-17,3,2.7,0.9,-1.0,-2.8,2021-11-17T06:51,2021-11-17T15:16,0.03,1,13.6,14.4,184,1.3,Vilnius
249,2021-11-18,61,5.4,2.0,1.4,-1.9,2021-11-18T06:53,2021-11-18T15:14,1.17,21,16.5,30.8,226,1.61,Vilnius
250,2021-11-19,61,5.2,2.8,1.5,-0.7,2021-11-19T06:55,2021-11-19T15:13,3.87,11,14.7,22.5,266,2.73,Vilnius
251,2021-11-20,80,8.0,3.0,3.9,-0.2,2021-11-20T06:57,2021-11-20T15:11,1.59,12,22.7,21.7,276,1.34,Vilnius
252,2021-11-12,45,3.4,-3.0,0.9,-5.7,2021-11-12T07:41,2021-11-12T16:57,0.0,0,6.7,4.9,204,3.71,Luxembourg
253,2021-11-13,80,9.0,1.5,7.8,-0.9,2021-11-13T07:43,2021-11-13T16:56,4.17,19,10.6,7.4,211,1.48,Luxembourg
254,2021-11-14,80,8.8,7.0,6.6,4.4,2021-11-14T07:44,2021-11-14T16:55,0.68,9,13.8,5.6,47,2.11,Luxembourg
255,2021-11-15,3,8.6,5.6,5.4,3.1,2021-11-15T07:46,2021-11-15T16:54,0.0,0,14.2,14.1,48,3.45,Luxembourg
256,2021-11-16,61,7.9,5.2,6.2,3.5,2021-11-16T07:47,2021-11-16T16:52,0.34,6,4.6,4.3,323,2.41,Luxembourg
257,2021-11-17,3,9.1,3.6,6.9,1.3,2021-11-17T07:49,2021-11-17T16:51,0.12,9,9.8,4.8,239,3.34,Luxembourg
258,2021-11-18,45,8.6,4.7,5.8,2.8,2021-11-18T07:51,2021-11-18T16:50,0.01,1,10.1,5.3,243,3.73,Luxembourg
259,2021-11-19,45,11.8,6.0,10.3,4.1,2021-11-19T07:52,2021-11-19T16:49,0.05,5,8.5,8.1,242,2.37,Luxembourg
260,2021-11-20,45,10.3,5.5,8.3,3.8,2021-11-20T07:54,2021-11-20T16:48,0.03,3,11.5,7.6,254,3.37,Luxembourg
261,2021-11-12,3,20.8,14.9,20.7,15.0,2021-11-12T06:34,2021-11-12T16:58,0.0,0,4.0,3.4,240,12.57,Valletta
262,2021-11-13,3,20.8,15.1,21.0,16.0,2021-11-13T06:35,2021-11-13T16:57,0.0,0,3.7,1.7,187,10.21,Valletta
263,2021-11-14,80,20.6,15.9,19.8,16.8,2021-11-14T06:36,2021-11-14T16:56,0.38,6,14.5,4.9,139,8.02,Valletta
264,2021-11-15,80,18.7,15.8,19.4,16.6,2021-11-15T06:37,2021-11-15T16:56,2.69,17,10.8,6.4,338,10.24,Valletta
265,2021-11-16,3,21.9,15.6,21.5,16.4,2021-11-16T06:38,2021-11-16T16:55,0.31,3,15.8,7.1,181,11.42,Valletta
266,2021-11-17,3,20.3,15.4,20.7,16.2,2021-11-17T06:39,2021-11-17T16:54,0.79,4,10.1,7.7,249,11.08,Valletta
267,2021-11-18,3,20.6,15.3,20.5,15.9,2021-11-18T06:40,2021-11-18T16:54,0.03,3,5.3,3.4,270,10.44,Valletta
268,2021-11-19,2,18.8,14.3,19.0,14.6,2021-11-19T06:41,2021-11-19T16:53,0.74,13,14.0,6.7,25,10.95,Valletta
269,2021-11-20,2,18.5,16.5,18.3,15.3,2021-11-20T06:42,2021-11-20T16:53,0.28,5,18.0,12.6,48,10.04,Valletta
270,2021-11-12,45,11.4,0.7,9.2,-1.8,2021-11-12T06:02,2021-11-12T15:35,0.0,0,5.1,5.5,285,7.76,Chisinau
271,2021-11-13,45,9.8,-0.2,6.5,-2.6,2021-11-13T06:03,2021-11-13T15:34,0.0,0,12.2,4.8,124,7.5,Chisinau
272,2021-11-14,3,10.3,3.3,7.6,0.8,2021-11-14T06:05,2021-11-14T15:33,0.02,2,15.9,6.0,117,3.74,Chisinau
273,2021-11-15,3,9.2,3.0,5.7,0.4,2021-11-15T06:06,2021-11-15T15:31,0.0,0,12.2,5.9,28,7.49,Chisinau
274,2021-11-16,2,4.9,-1.9,1.0,-4.9,2021-11-16T06:08,2021-11-16T15:30,0.0,0,9.9,9.5,111,7.23,Chisinau
275,2021-11-17,3,3.9,-3.8,0.2,-7.0,2021-11-17T06:09,2021-11-17T15:29,0.0,0,9.3,8.4,128,7.2,Chisinau
276,2021-11-18,45,4.5,-4.6,2.2,-7.7,2021-11-18T06:11,2021-11-18T15:28,0.0,0,4.1,5.1,201,4.93,Chisinau
277,2021-11-19,61,8.2,-0.2,5.0,-2.9,2021-11-19T06:12,2021-11-19T15:27,1.74,15,17.8,7.8,263,3.1,Chisinau
278,2021-11-20,3,11.1,5.8,8.5,2.9,2021-11-20T06:13,2021-11-20T15:26,0.38,10,17.0,10.9,254,1.92,Chisinau
279,2021-11-12,61,18.4,16.0,16.9,15.3,2021-11-12T07:19,2021-11-12T17:09,0.11,2,21.7,10.9,62,8.22,Monaco
280,2021-11-13,3,16.3,14.6,15.9,14.1,2021-11-13T07:20,2021-11-13T17:08,0.02,1,9.5,8.7,301,8.98,Monaco
281,2021-11-14,3,16.3,14.1,13.8,11.4,2021-11-14T07:22,2021-11-14T17:07,0.0,0,24.9,15.0,67,7.12,Monaco
282,2021-11-15,61,17.1,14.2,13.5,10.1,2021-11-15T07:23,2021-11-15T17:06,5.18,14,29.9,27.3,40,1.53,Monaco
283,2021-11-16,61,18.6,14.6,18.0,13.1,2021-11-16T07:24,2021-11-16T17:05,0.29,4,14.2,11.9,337,8.67,Monaco
284,2021-11-17,61,15.6,13.5,15.5,12.3,2021-11-17T07:25,2021-11-17T17:04,0.96,7,7.3,8.5,313,4.64,Monaco
285,2021-11-18,2,17.7,14.1,17.4,12.3,2021-11-18T07:27,2021-11-18T17:03,0.0,0,9.5,7.5,327,8.22,Monaco
286,2021-11-19,2,17.3,11.3,17.5,9.3,2021-11-19T07:28,2021-11-19T17:03,0.0,0,8.8,6.7,333,8.76,Monaco
287,2021-11-20,3,18.4,10.8,17.9,8.0,2021-11-20T07:29,2021-11-20T17:02,0.0,0,11.3,12.0,339,8.93,Monaco
288,2021-11-12,45,17.2,6.9,17.0,5.4,2021-11-12T06:29,2021-11-12T16:25,0.0,0,4.8,2.9,36,8.48,Podgorica
289,2021-11-13,3,16.4,5.7,14.8,3.5,2021-11-13T06:30,2021-11-13T16:24,0.0,0,5.6,2.7,37,7.81,Podgorica
290,2021-11-14,80,16.0,10.0,15.6,8.4,2021-11-14T06:31,2021-11-14T16:23,0.86,9,5.4,4.1,352,3.95,Podgorica
291,2021-11-15,3,18.0,8.8,17.6,7.7,2021-11-15T06:32,2021-11-15T16:22,0.0,0,5.9,4.1,28,8.95,Podgorica
292,2021-11-16,3,17.9,8.7,17.0,7.0,2021-11-16T06:33,2021-11-16T16:21,0.0,0,5.5,5.1,15,9.27,Podgorica
293,2021-11-17,61,15.9,6.7,14.8,5.1,2021-11-17T06:35,2021-11-17T16:20,0.13,3,4.9,4.8,26,7.04,Podgorica
294,2021-11-18,80,15.2,9.0,15.4,7.7,2021-11-18T06:36,2021-11-18T16:20,1.14,9,4.6,1.5,5,3.49,Podgorica
295,2021-11-19,3,17.3,9.5,16.7,8.0,2021-11-19T06:37,2021-11-19T16:19,0.0,0,10.0,5.4,18,9.12,Podgorica
296,2021-11-20,3,19.1,12.6,18.2,10.7,2021-11-20T06:38,2021-11-20T16:18,0.0,0,8.8,13.5,35,8.27,Podgorica
297,2021-11-12,61,10.1,5.2,8.6,2.1,2021-11-12T07:54,2021-11-12T16:54,0.34,5,18.7,16.0,184,3.25,Amsterdam
298,2021-11-13,80,12.9,9.4,12.0,6.3,2021-11-13T07:56,2021-11-13T16:52,8.9,15,18.7,7.4,239,3.13,Amsterdam
299,2021-11-14,51,10.3,8.6,9.2,6.6,2021-11-14T07:58,2021-11-14T16:51,0.07,4,14.8,10.3,61,1.77,Amsterdam
300,2021-11-15,3,8.5,6.3,6.5,3.9,2021-11-15T08:00,2021-11-15T16:49,0.0,0,11.6,15.6,70,2.7,Amsterdam
301,2021-11-16,3,7.3,6.1,5.2,3.2,2021-11-16T08:02,2021-11-16T16:48,0.03,3,10.5,6.7,176,1.74,Amsterdam
302,2021-11-17,61,11.5,5.9,9.3,3.1,2021-11-17T08:03,2021-11-17T16:47,0.21,4,14.9,18.3,251,2.75,Amsterdam
303,2021-11-18,3,12.7,8.1,10.5,6.2,2021-11-18T08:05,2021-11-18T16:45,0.03,3,22.4,16.9,254,2.35,Amsterdam
